"user.login","all_obs","shannonH","shannonE"
"abard",42,0.886608589710151,0.175129273411395
"abarma",1,0,0
"abarqi",2,0,0
"abast",1,0,0
"abbeybrowne",10,1.47080847632211,0.290524615681674
"abbeypp",2,0.693147180559945,0.136915391422392
"abbeyusc",8,1.38629436111989,0.273830782844784
"abbie_brockbank",2,0.693147180559945,0.136915391422392
"abby_jo",2,0.693147180559945,0.136915391422392
"abby106",1,0,0
"abby48",12,1.0775563270668,0.212846636959331
"abbydoerksen",1,0,0
"abbyfavis",2,0.693147180559945,0.136915391422392
"abbyfavis1",14,1.12753478981913,0.222718740579367
"abbyfloden",11,0.304636097349238,0.0601739019933209
"abbygailbarras",1,0,0
"abbylatiolais",2,0,0
"abbynash",2,0.693147180559945,0.136915391422392
"abbyrauls",30,1.73630738138025,0.342967859379046
"abbyrose",2,0.693147180559945,0.136915391422392
"abbywhittington",1,0,0
"abc213",10,0.801818552543337,0.158380938493499
"abcurious",1,0,0
"abd-hab1",1,0,0
"abdullah_nazar",8,1.55958115625988,0.308059630700382
"abdullah7",1,0,0
"abe4",4,0.562335144618808,0.111076461962746
"abear",17,2.01774607280922,0.398559643749106
"abeborker",81,2.13642679949558,0.422002310190351
"abeck365",526,1.98682252311057,0.392451402916704
"abecker",15,1.80189240065887,0.35592268172821
"abedholme",2,0.693147180559945,0.136915391422392
"abeeman",22,1.00977804767207,0.199458586176566
"abel29",1,0,0
"abelthamby",16,1.06991734181638,0.211337729926359
"abennettmargrave",1,0,0
"abentonh",1,0,0
"aberkov",370,1.2284824518866,0.242658645195264
"abertomic",587,1.48132130655377,0.292601185141225
"abginsburg",43,1.62649644377844,0.321277217152
"abhijit3",3,0,0
"abhimahajan",2,0.693147180559945,0.136915391422392
"abhimanyu1",12,0,0
"abiagilelise",11,0.689009238476659,0.136098035490051
"abicam2",1,0,0
"abidingjedi",61,1.93393323785631,0.38200433280558
"abigail_holt",14,1.97018144002608,0.389164337098497
"abigail34",83,1.32856531851482,0.262427729227329
"abigail95",274,1.79889924356479,0.355331451919277
"abigailmm",150,1.38649755617187,0.273870919385561
"abigailquarles",12,1.58325845942048,0.312736541060807
"abigailrojas",1,0,0
"abigailstpierre",3,0.636514168294813,0.125728833561122
"abigial41",329,0.299879534733738,0.0592343517064681
"abischaj13",7,0.796311640173813,0.157293173753559
"abkline",110,1.22942379721146,0.242844586460312
"abl",1,0,0
"abmdjoe",128,0.745433299458818,0.147243319798605
"abombico",4,1.38629436111989,0.273830782844784
"abonilla",14,0.75893677276206,0.149910622479374
"abordi",1,0,0
"abr",550,1.40630800283426,0.277784020578359
"abraham_j_906",12,2.09472904752765,0.41376587182309
"abraham_perez",5,1.05492016798614,0.208375380828239
"abrahamgutierrez",26,1.81477841163549,0.358468018831525
"abramrosas",22,0.688917086263775,0.1360798329255
"abrauer1",27,1.25524061953932,0.247944109957538
"abrendel",5,0.500402423538188,0.0988430676903251
"abriellebailey",14,0.89820533970415,0.177419946459179
"abriljc",1,0,0
"absoluteandy",148,1.72963108819058,0.341649110171157
"abuela9",4,1.38629436111989,0.273830782844784
"aburke",194,1.81466814573254,0.358446238321285
"aburley",15,2.21106887114461,0.436746146338036
"abutraconis25",36,1.65749349404493,0.327399976342548
"abyuribe",6,0.450561208866305,0.0889980742933156
"ac_pt",200,1.79019513233506,0.353612153580589
"ac1ddra90n",2,0.693147180559945,0.136915391422392
"acafri",27,0.754462702325955,0.149026872069373
"acamer",6,1.79175946922805,0.353921152598443
"acamt",10,1.6094379124341,0.317907693966152
"acanthaster",12,0.286835983056161,0.0566578960365035
"acanthusmxmli",342,2.18277759139531,0.43115785030315
"acastellanos",19,1.80763165619193,0.357056340552511
"acatt",8,1.2130075659799,0.239601934989186
"acceberbackwards",55,1.21299059491628,0.239598582743251
"accesopublicitariopuertovallarta",1,0,0
"accipiter56",467,2.03277926650578,0.401529107748988
"accordiongordon",290,1.60855056317867,0.317732418391149
"acer2018",1,0,0
"acetileno",52,1.65159882470774,0.326235619071477
"achang",156,1.75922948187793,0.347495596705089
"acharters94",18,1.11999035565037,0.221228509952675
"achiodi",21,1.18232392391024,0.233541082428495
"achong26",77,1.03784466430248,0.20500250514447
"achyutone",2,0,0
"acidlinktest",4,0.562335144618808,0.111076461962746
"aclaborn",499,1.54864371612754,0.305899189254645
"aclement",9,0.686961576597323,0.135693566662112
